month,carrier,airport,arr_flights,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled
1,AS,BRW,62.0,0.07,1.0,1.06,0.0,2.87,Yes
1,AS,BUR,74.0,2.0,0.0,2.14,0.0,2.86,No
1,AS,BWI,114.0,7.09,0.0,11.63,0.0,1.28,No
1,AS,CDV,60.0,2.42,1.0,2.01,0.0,2.57,Yes
1,AS,CHS,22.0,1.0,0.0,0.0,0.0,0.0,No
1,AS,DCA,155.0,5.15,0.38,10.89,0.0,2.58,No
1,AS,DEN,138.0,3.54,0.0,9.55,0.0,5.91,No
1,AS,DFW,98.0,3.2,0.0,4.21,0.0,1.59,No
1,AS,DTW,31.0,0.0,0.0,1.0,0.0,0.0,No
1,AS,EWR,321.0,8.42,1.6,63.27,0.0,8.72,Yes
1,AS,FAI,349.0,12.85,0.8,8.25,0.0,7.1,Yes
1,AS,FLL,123.0,5.13,0.0,15.89,0.0,5.98,No
1,AS,GEG,95.0,3.81,0.93,1.53,0.0,3.73,No
1,AS,HNL,278.0,13.67,0.88,18.87,0.0,2.58,No
1,AS,IAD,141.0,9.59,0.0,20.68,0.0,5.73,Yes
1,AS,IAH,37.0,2.0,0.0,4.0,0.0,1.0,No
1,AS,IND,31.0,0.0,0.0,0.0,0.0,1.0,No
1,AS,JFK,440.0,21.1,0.79,42.89,0.82,18.41,Yes
1,AS,JNU,321.0,12.85,5.63,14.57,0.0,13.95,Yes
1,AS,KOA,206.0,7.83,0.43,13.3,0.0,1.44,No
1,AS,KTN,177.0,12.94,1.0,9.87,0.0,8.19,Yes
1,AS,LAS,729.0,30.19,1.0,70.84,0.0,45.97,Yes
1,AS,LAX,1688.0,64.78,8.58,217.15,0.0,112.49,Yes
1,AS,LIH,153.0,0.33,1.02,7.65,0.0,0.0,No
1,AS,MCI,59.0,1.0,0.82,5.18,0.0,0.0,No
1,AS,MCO,147.0,3.72,0.0,12.74,0.0,2.53,No
1,AS,MKE,31.0,0.0,0.0,3.0,0.0,0.0,No
1,AS,MSP,62.0,2.73,0.0,1.48,0.0,0.79,No
1,AS,MSY,62.0,0.38,0.0,4.9,0.0,4.71,Yes
1,AS,OAK,149.0,4.63,0.26,5.65,0.0,10.46,Yes
1,AS,OGG,310.0,11.33,1.0,16.71,0.0,0.95,No
1,AS,OMA,31.0,0.0,0.0,1.0,0.0,0.0,No
1,AS,OME,62.0,0.0,0.1,0.0,0.0,4.9,No
1,AS,ONT,37.0,0.54,0.0,1.84,0.0,0.62,No
1,AS,ORD,234.0,6.29,0.0,47.54,0.0,7.17,Yes
1,AS,OTZ,62.0,1.65,0.0,2.0,0.0,2.35,No
1,AS,PDX,1556.0,62.96,4.11,99.9,1.41,73.61,Yes
1,AS,PHL,89.0,4.76,0.0,8.1,0.41,2.73,Yes
1,AS,PHX,265.0,7.77,0.0,17.09,0.0,7.13,No
1,AS,PIT,31.0,0.0,0.0,0.0,0.0,1.0,No
1,AS,PSG,62.0,3.12,1.84,5.06,0.0,1.98,Yes
1,AS,PSP,278.0,15.98,0.0,18.96,0.0,15.05,Yes
1,AS,RDU,62.0,1.79,0.0,13.26,0.0,0.95,No
1,AS,SAN,677.0,27.23,0.69,65.02,0.0,35.06,Yes
1,AS,SAT,31.0,1.54,0.0,0.46,0.0,0.0,No
1,AS,SBA,31.0,2.37,0.0,0.82,0.0,2.81,No
1,AS,SCC,85.0,3.4,0.0,4.0,0.0,0.6,No
1,AS,SEA,5064.0,149.04,26.32,369.9,3.18,188.55,Yes
1,AS,SFO,2074.0,74.55,17.62,337.44,0.0,163.39,Yes
1,AS,SIT,87.0,4.21,0.85,7.79,0.0,6.15,Yes
1,AS,SJC,560.0,17.89,0.0,25.34,0.46,24.31,Yes
1,AS,SLC,89.0,0.0,0.0,3.15,0.0,3.85,Yes
1,AS,SMF,124.0,3.84,0.0,4.9,0.0,3.25,No
1,AS,SNA,356.0,10.69,0.0,17.65,0.0,7.66,Yes
1,AS,STL,36.0,3.0,0.0,2.0,0.0,0.0,No
1,AS,TPA,36.0,0.0,0.0,1.0,0.0,0.0,No
1,AS,TUS,56.0,0.0,0.0,2.0,0.0,1.0,No
1,AS,WRG,62.0,1.06,0.29,5.37,0.0,5.29,Yes
1,AS,YAK,60.0,2.53,0.95,3.99,0.0,6.54,Yes
1,B6,ABQ,19.0,3.72,0.0,0.0,0.0,1.28,No
1,B6,ALB,62.0,6.27,0.0,4.1,0.0,4.63,Yes
1,B6,ATL,291.0,34.79,1.34,24.36,0.0,18.51,Yes
1,B6,AUS,185.0,20.27,0.88,9.98,0.0,9.88,Yes
1,B6,BDL,356.0,39.3,0.0,11.57,0.0,36.13,Yes
1,B6,BNA,86.0,13.63,3.39,4.53,0.0,11.45,Yes
1,B6,BOS,4303.0,279.44,10.93,370.49,0.76,472.37,Yes
1,B6,BQN,108.0,13.48,0.0,3.63,0.0,16.88,Yes
1,B6,BTV,93.0,17.52,0.39,2.96,0.0,2.14,Yes
1,B6,BUF,317.0,35.91,3.38,15.77,0.0,17.94,Yes
1,B6,BUR,89.0,8.61,0.9,4.66,0.0,2.83,Yes
1,B6,BWI,160.0,15.89,1.18,4.68,0.0,15.25,Yes
1,B6,BZN,9.0,0.0,0.0,0.0,0.0,0.0,No
1,B6,CHS,176.0,16.31,0.0,6.3,0.0,17.39,Yes
1,B6,CLE,116.0,16.87,1.09,4.45,0.0,8.6,Yes
1,B6,CLT,121.0,12.04,1.69,6.81,0.0,11.47,Yes
1,B6,DAB,7.0,0.0,0.0,0.0,0.0,0.0,No
1,B6,DCA,875.0,86.62,0.96,52.12,1.2,97.1,Yes
1,B6,DEN,92.0,13.45,0.0,3.81,0.64,5.1,Yes
1,B6,DFW,52.0,8.15,0.9,2.94,0.0,4.01,Yes
1,B6,DTW,96.0,11.33,0.0,5.22,0.0,7.45,Yes
1,B6,EWR,780.0,62.47,2.82,148.27,0.0,73.44,Yes
1,B6,FLL,2061.0,211.13,5.72,152.79,0.81,228.55,Yes
1,B6,HDN,22.0,0.44,0.0,0.32,0.0,1.24,Yes
1,B6,HOU,62.0,6.29,0.0,3.16,0.0,2.55,Yes
1,B6,HPN,365.0,35.82,1.16,15.97,0.0,34.05,Yes
1,B6,IAD,35.0,6.9,0.0,0.15,0.0,2.95,No
1,B6,JAX,321.0,30.7,1.39,13.35,0.0,28.56,Yes
1,B6,JFK,3316.0,230.69,5.01,209.94,8.98,369.37,Yes
1,B6,LAS,310.0,17.13,1.05,17.9,0.24,23.69,Yes
1,B6,LAX,537.0,34.22,1.08,27.84,0.0,21.85,Yes
1,B6,LGA,524.0,39.31,1.87,115.45,0.0,40.37,Yes
1,B6,LGB,679.0,36.43,1.0,31.19,0.0,77.38,Yes
1,B6,MCO,1673.0,141.96,6.59,122.19,0.3,172.97,Yes
1,B6,MSP,86.0,14.82,0.0,0.97,0.0,11.21,Yes
1,B6,MSY,129.0,11.35,1.0,11.64,0.0,5.01,Yes
1,B6,OAK,82.0,4.26,0.8,2.76,0.0,4.19,No
1,B6,ONT,31.0,0.61,0.13,1.0,0.0,3.26,Yes
1,B6,ORD,220.0,24.93,4.32,45.14,0.65,10.96,Yes
1,B6,ORH,93.0,11.19,0.78,1.37,0.0,3.65,Yes
1,B6,PBI,754.0,88.38,6.19,69.09,0.77,66.57,Yes
1,B6,PDX,52.0,6.62,0.0,3.83,0.0,6.55,No
1,B6,PHL,237.0,30.24,0.69,11.3,0.73,19.05,Yes
1,B6,PHX,62.0,5.59,0.97,0.64,0.33,4.48,Yes
1,B6,PIT,173.0,16.48,1.08,5.59,0.0,16.85,Yes
1,B6,PSE,63.0,11.03,0.0,5.32,0.0,4.65,Yes
1,B6,PSP,31.0,3.21,0.0,0.76,0.0,2.02,Yes
1,B6,PVD,93.0,7.51,0.0,3.22,0.0,6.27,Yes
1,B6,PWM,20.0,1.64,0.0,0.29,0.0,1.08,No
1,B6,RDU,275.0,36.13,1.75,18.72,1.0,27.4,Yes
1,B6,RIC,229.0,28.43,0.65,11.41,0.0,11.51,Yes
1,B6,RNO,51.0,6.2,0.93,1.88,0.0,3.99,No
1,B6,ROC,117.0,14.19,1.0,6.17,0.0,6.65,Yes
1,B6,RSW,428.0,50.11,2.12,34.42,0.0,36.35,Yes
1,B6,SAN,136.0,5.65,0.68,8.71,0.0,0.96,Yes
1,B6,SAV,94.0,7.29,0.0,6.21,0.0,3.5,Yes
1,B6,SEA,147.0,12.49,1.67,12.71,0.0,7.12,Yes
1,B6,SFO,445.0,22.16,2.32,82.41,0.0,14.11,Yes
1,B6,SJC,101.0,6.63,0.0,4.32,0.0,5.04,Yes
1,B6,SJU,852.0,101.41,1.86,44.32,1.22,75.18,Yes
1,B6,SLC,230.0,22.78,0.1,9.95,0.0,14.16,Yes
1,B6,SMF,89.0,4.36,0.0,1.15,0.0,6.49,Yes
1,B6,SRQ,83.0,3.48,0.0,7.91,0.0,0.6,Yes
1,B6,STT,62.0,5.75,0.0,0.57,0.0,10.69,Yes
1,B6,STX,7.0,1.83,0.0,0.14,0.16,0.87,No
1,B6,SWF,62.0,12.88,1.0,1.61,0.39,8.11,Yes
1,B6,SYR,147.0,24.91,1.19,6.08,0.18,17.64,Yes
1,B6,TPA,464.0,58.37,1.53,41.88,0.19,39.03,Yes
1,DL,ABE,27.0,1.0,0.0,0.0,0.0,1.0,No
1,DL,ABQ,88.0,3.29,1.0,5.65,0.0,2.07,No
1,DL,AGS,81.0,3.56,0.0,0.94,0.0,0.5,No
1,DL,ALB,87.0,4.04,0.0,4.46,0.0,0.5,Yes
1,DL,ANC,95.0,4.82,0.47,5.16,0.0,1.55,No
1,DL,ATL,18879.0,498.31,102.39,782.57,1.0,590.73,Yes
1,DL,ATW,4.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,AUS,583.0,23.39,3.36,10.6,0.0,18.66,Yes
1,DL,AVL,27.0,3.0,0.0,0.0,0.0,0.0,No
1,DL,AVP,27.0,0.73,0.0,0.27,0.0,0.0,No
1,DL,BDL,324.0,14.01,7.17,7.81,0.0,2.01,Yes
1,DL,BHM,241.0,11.9,1.88,0.99,0.0,5.23,Yes
1,DL,BIL,62.0,4.37,1.25,3.21,0.0,1.16,No
1,DL,BIS,30.0,2.0,0.95,0.05,0.0,1.0,No
1,DL,BNA,507.0,21.89,3.36,11.34,0.0,13.41,Yes
1,DL,BOI,49.0,2.18,0.15,1.67,0.0,0.0,No
1,DL,BOS,1340.0,67.95,21.79,155.58,0.0,92.68,Yes
1,DL,BTR,23.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,BUF,169.0,7.55,4.83,4.07,0.0,3.55,Yes
1,DL,BWI,464.0,22.01,8.05,12.9,0.0,4.04,Yes
1,DL,BZN,102.0,4.86,0.0,0.33,0.0,0.8,No
1,DL,CAE,125.0,6.47,0.0,1.63,0.0,4.9,Yes
1,DL,CAK,28.0,2.86,0.0,1.09,0.0,1.05,No
1,DL,CHA,48.0,2.65,0.0,1.69,0.0,1.67,No
1,DL,CHO,33.0,1.15,0.0,1.0,0.0,0.85,No
1,DL,CHS,328.0,7.89,1.17,6.98,0.0,11.97,Yes
1,DL,CID,30.0,1.2,0.0,2.9,0.0,0.9,Yes
1,DL,CLE,201.0,7.98,0.87,2.12,0.0,1.03,Yes
1,DL,CLT,538.0,26.53,2.02,15.56,0.0,11.9,Yes
1,DL,CMH,271.0,6.08,0.0,5.71,0.0,5.2,Yes
1,DL,COS,23.0,2.63,0.0,0.37,0.0,0.0,No
1,DL,CRW,27.0,2.1,0.0,1.28,0.0,0.62,No
1,DL,CVG,612.0,24.93,4.91,17.0,0.0,34.16,Yes
1,DL,DAB,119.0,6.05,0.87,3.28,0.0,1.8,Yes
1,DL,DAL,140.0,6.56,0.67,1.94,0.0,3.82,Yes
1,DL,DAY,113.0,2.02,1.0,2.81,0.0,2.17,Yes
1,DL,DCA,748.0,40.54,7.66,51.72,0.0,17.08,Yes
1,DL,DEN,913.0,31.43,7.63,35.06,0.0,26.87,Yes
1,DL,DFW,560.0,45.58,4.24,18.16,0.0,16.01,Yes
1,DL,DSM,76.0,5.07,0.0,0.1,0.0,1.83,No
1,DL,DTW,4245.0,100.19,34.3,131.82,1.0,207.69,Yes
1,DL,ECP,146.0,9.53,0.0,3.48,0.0,5.99,Yes
1,DL,EGE,31.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,ELP,60.0,1.77,1.0,1.42,0.0,0.81,Yes
1,DL,EWR,418.0,15.43,4.91,98.82,0.0,9.85,Yes
1,DL,EYW,96.0,3.1,0.0,2.28,0.0,0.63,No
1,DL,FAI,4.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,FAR,54.0,3.54,2.0,1.46,0.0,1.0,Yes
1,DL,FAY,31.0,4.81,0.0,0.14,0.0,0.05,No
1,DL,FCA,29.0,2.0,0.0,1.0,0.0,0.0,No
1,DL,FLL,1007.0,44.18,7.64,80.2,0.0,30.99,Yes
1,DL,FNT,28.0,1.06,0.0,0.28,0.0,0.67,No
1,DL,FSD,85.0,5.61,0.91,2.11,0.0,2.37,No
1,DL,GEG,151.0,7.15,2.82,2.95,0.0,2.09,No
1,DL,GNV,27.0,3.96,0.0,3.38,0.0,0.66,No
1,DL,GPT,32.0,0.49,0.0,0.17,0.0,2.35,No
1,DL,GRB,4.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,GRR,235.0,11.83,2.81,11.18,0.0,6.19,Yes
1,DL,GSO,209.0,7.64,1.0,1.0,0.0,3.36,No
1,DL,GSP,233.0,14.98,0.77,4.25,0.0,6.0,Yes
1,DL,HDN,54.0,0.38,0.0,4.62,0.0,0.0,No
1,DL,HNL,252.0,17.97,0.76,9.48,0.0,10.79,No
1,DL,HOU,160.0,3.92,0.0,4.78,0.0,3.31,Yes
1,DL,HPN,60.0,2.87,0.0,3.04,0.0,0.1,No
1,DL,HSV,183.0,15.88,0.0,6.18,0.0,8.94,Yes
1,DL,IAD,224.0,7.69,1.0,5.66,0.0,2.65,Yes
1,DL,IAH,230.0,11.37,0.65,16.99,0.0,6.98,Yes
1,DL,ICT,85.0,4.04,0.0,1.81,0.0,1.16,No
1,DL,ILM,27.0,0.16,0.0,0.0,0.0,0.84,No
1,DL,IND,377.0,12.14,0.8,3.84,0.0,7.22,Yes
1,DL,JAC,112.0,5.23,2.38,9.12,0.0,2.27,No
1,DL,JAN,159.0,3.99,0.0,2.3,0.0,1.7,No
1,DL,JAX,450.0,19.25,1.03,12.76,0.0,6.95,Yes
1,DL,JFK,2530.0,110.69,11.35,144.32,0.0,101.64,No
1,DL,KOA,60.0,3.0,0.0,2.0,0.0,3.0,No
1,DL,LAS,1184.0,32.18,6.6,65.43,0.0,31.79,Yes
1,DL,LAX,2890.0,137.05,21.7,234.02,0.0,99.23,No
1,DL,LEX,79.0,6.91,0.0,0.94,0.0,6.14,Yes
1,DL,LFT,28.0,1.0,0.0,0.0,0.0,0.0,No
1,DL,LGA,1866.0,67.77,22.08,350.13,1.0,135.02,Yes
1,DL,LIH,54.0,1.91,0.26,2.33,0.0,2.5,No
1,DL,LIT,165.0,4.3,0.19,1.15,0.0,2.36,Yes
1,DL,MCI,548.0,22.38,3.74,20.9,1.0,17.98,Yes
1,DL,MCO,1550.0,78.42,17.95,83.77,0.0,56.86,Yes
1,DL,MDT,80.0,1.19,0.0,0.0,0.0,0.81,No
1,DL,MDW,148.0,4.44,0.38,3.66,0.0,3.52,No
1,DL,MEM,332.0,19.69,0.71,7.84,0.0,4.77,Yes
1,DL,MHT,1.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,MIA,720.0,51.69,3.96,50.76,1.0,29.6,Yes
1,DL,MKE,407.0,16.37,4.0,14.74,0.0,16.89,Yes
1,DL,MLB,118.0,3.4,0.0,4.03,0.0,2.57,Yes
1,DL,MOB,28.0,1.99,0.0,0.01,0.0,0.0,No
1,DL,MSN,158.0,10.89,1.0,2.05,0.0,8.06,Yes
1,DL,MSO,59.0,4.0,1.99,1.01,0.0,2.0,No
1,DL,MSP,4861.0,176.47,41.71,183.09,0.0,195.73,Yes
1,DL,MSY,638.0,23.2,2.29,17.61,0.0,13.9,Yes
1,DL,MTJ,6.0,0.0,0.0,0.0,0.0,0.0,No
1,DL,MYR,80.0,5.65,0.0,3.04,0.0,2.31,No
1,DL,OAK,75.0,2.12,0.25,1.2,0.0,2.42,No
1,DL,OGG,110.0,6.79,0.0,3.45,0.0,2.76,No
1,DL,OKC,162.0,5.73,1.0,0.42,0.0,5.84,No
1,DL,OMA,166.0,8.81,0.93,5.18,0.0,0.08,No
1,DL,ONT,30.0,2.31,0.0,0.63,0.0,0.06,No
1,DL,ORD,855.0,37.05,16.66,122.91,0.0,33.37,Yes
1,DL,ORF,214.0,5.05,0.0,0.79,0.0,2.16,Yes
1,DL,PBI,502.0,20.22,4.31,25.4,0.0,24.06,No
1,DL,PDX,562.0,27.27,0.94,19.47,0.0,16.31,Yes
1,DL,PHF,27.0,0.16,0.0,0.0,0.0,0.84,No
1,DL,PHL,536.0,21.33,4.62,21.4,0.0,9.65,Yes
1,DL,PHX,754.0,18.06,5.97,18.86,0.0,18.11,Yes
1,DL,PIT,287.0,11.59,1.0,4.05,0.0,4.36,Yes
1,DL,PNS,203.0,6.88,1.51,5.64,0.0,5.97,Yes
1,DL,PSP,68.0,3.0,0.0,3.0,0.0,0.0,No
1,DL,PVD,108.0,4.65,0.0,4.57,0.0,2.78,Yes
1,DL,PWM,26.0,1.91,0.0,0.36,0.0,0.73,No
1,DL,RDU,668.0,18.17,6.02,22.82,0.0,17.99,Yes
1,DL,RIC,250.0,10.2,0.0,5.89,0.0,5.91,Yes
1,DL,RNO,61.0,1.68,1.28,2.57,0.0,0.48,No
1,DL,ROA,31.0,3.0,0.0,1.28,0.0,0.72,No
1,DL,ROC,82.0,6.92,3.0,4.44,0.0,3.64,Yes
1,DL,RSW,619.0,20.05,7.8,21.62,0.0,12.53,Yes
1,DL,SAN,686.0,23.14,5.38,45.01,0.0,8.47,No
1,DL,SAT,289.0,22.13,0.9,3.37,0.0,9.6,Yes
1,DL,SAV,254.0,11.9,0.2,5.78,0.0,7.12,No
1,DL,SDF,215.0,12.98,0.0,0.44,0.0,6.58,Yes
1,DL,SEA,2176.0,74.54,12.68,113.3,1.0,74.47,Yes
1,DL,SFO,1074.0,35.54,5.39,199.27,0.0,29.8,Yes
1,DL,SJC,219.0,6.88,1.0,10.89,0.0,3.24,No
1,DL,SJU,195.0,6.85,0.0,11.67,0.0,5.48,No
1,DL,SLC,3399.0,92.82,24.62,131.99,0.0,121.58,Yes
1,DL,SMF,189.0,7.84,0.79,10.91,0.0,6.47,No
1,DL,SNA,337.0,15.92,1.7,14.38,0.0,5.99,Yes
1,DL,SRQ,190.0,10.33,0.0,4.1,0.0,3.57,No
1,DL,STL,309.0,11.71,1.0,9.21,0.0,7.09,Yes
1,DL,STT,59.0,2.72,0.18,6.58,0.0,0.52,No
1,DL,STX,15.0,1.94,0.0,0.06,0.0,0.0,No
1,DL,SYR,106.0,6.3,1.0,2.58,0.0,2.12,Yes
1,DL,TLH,85.0,3.79,0.0,0.77,0.0,0.44,No
1,DL,TPA,945.0,38.13,14.03,46.17,0.0,29.67,Yes
1,DL,TRI,26.0,2.24,0.0,1.22,0.0,0.54,No
1,DL,TUL,77.0,2.0,0.0,2.56,0.0,0.44,Yes
1,DL,TUS,116.0,2.81,0.0,5.71,0.0,0.48,Yes
1,DL,TYS,57.0,2.72,0.0,2.4,0.0,2.88,No
1,DL,VPS,139.0,5.4,0.0,2.05,0.0,1.55,No
1,DL,XNA,53.0,1.15,0.0,1.78,0.0,1.07,No
1,EV,ABE,43.0,3.26,1.38,3.8,0.0,10.56,Yes
1,EV,ABQ,47.0,1.67,0.0,0.33,0.0,2.0,Yes
1,EV,AEX,59.0,6.43,0.0,1.15,0.0,6.42,No
1,EV,ALB,53.0,1.99,0.7,3.4,0.0,6.91,Yes
1,EV,AMA,67.0,2.08,0.0,3.07,0.0,2.86,No
1,EV,ATL,3.0,0.68,0.0,0.12,0.0,0.19,No
1,EV,BGR,44.0,4.2,0.0,5.23,0.0,7.57,Yes
1,EV,BHM,130.0,3.87,1.0,4.1,0.0,7.04,Yes
1,EV,BNA,109.0,4.45,0.7,8.49,0.0,13.36,Yes
1,EV,BOS,67.0,1.93,0.52,6.23,0.0,3.32,Yes
1,EV,BRO,80.0,3.66,0.0,4.26,0.0,1.08,No
1,EV,BTR,192.0,13.12,0.0,8.29,0.0,7.58,Yes
1,EV,BTV,69.0,5.76,2.67,8.0,0.0,4.58,Yes
1,EV,BUF,6.0,0.0,0.0,0.0,0.0,0.0,Yes
1,EV,CAE,37.0,4.9,0.0,2.22,0.0,1.88,No
1,EV,CAK,91.0,6.16,0.0,7.77,0.0,20.07,Yes
1,EV,CHA,40.0,2.96,0.0,1.04,0.0,1.0,Yes
1,EV,CHS,5.0,0.68,0.0,0.32,0.0,0.0,Yes
1,EV,CID,48.0,2.07,0.82,1.7,0.0,4.42,Yes
1,EV,CLE,512.0,28.32,4.2,37.44,0.0,68.03,Yes
1,EV,CLL,58.0,2.72,0.0,0.32,0.0,1.96,No
1,EV,CLT,27.0,4.7,0.0,2.29,0.0,5.01,Yes
1,EV,CMH,41.0,3.34,0.5,6.99,0.0,4.17,Yes
1,EV,COS,23.0,3.41,0.0,0.41,0.0,0.19,Yes
1,EV,COU,47.0,2.85,0.91,2.82,0.0,8.42,Yes
1,EV,CRP,94.0,4.92,0.0,8.25,0.0,2.83,No
1,EV,CRW,25.0,0.0,0.0,1.0,0.0,0.0,No
1,EV,CVG,128.0,6.3,0.05,11.87,0.0,6.78,Yes
1,EV,CWA,1.0,0.0,0.0,0.0,0.0,0.0,No
1,EV,DAY,59.0,8.31,1.59,12.4,0.0,5.7,Yes
1,EV,DCA,264.0,17.21,1.0,13.18,0.0,31.6,Yes
1,EV,DFW,76.0,8.0,0.0,1.95,0.0,10.05,Yes
1,EV,DSM,34.0,3.25,0.94,3.63,0.0,1.17,Yes
1,EV,ECP,81.0,5.1,0.8,2.0,0.0,4.1,Yes
1,EV,ELP,61.0,2.68,0.0,2.91,0.0,2.41,No
1,EV,EWR,1140.0,53.79,3.81,322.9,0.0,111.5,Yes
1,EV,FNT,7.0,0.0,0.0,0.06,0.0,1.94,Yes
1,EV,FSD,26.0,0.0,1.62,1.38,0.0,1.0,Yes
1,EV,GPT,88.0,5.46,0.0,8.25,0.0,1.29,Yes
1,EV,GRB,1.0,0.0,0.0,0.0,0.0,0.0,No
1,EV,GRK,81.0,2.48,0.0,3.63,0.0,3.89,No
1,EV,GRR,64.0,6.67,0.0,9.68,0.0,1.65,Yes
1,EV,GSO,51.0,3.64,0.78,2.92,0.0,1.67,Yes
1,EV,GSP,61.0,4.49,1.15,3.49,0.0,4.87,Yes
1,EV,HOB,58.0,3.6,0.0,2.79,0.0,1.61,No
1,EV,HOU,4.0,2.02,0.0,0.49,0.0,0.49,No
1,EV,HRL,73.0,1.06,0.0,4.3,0.0,2.64,No
1,EV,HSV,97.0,9.84,0.25,2.38,0.0,7.54,Yes
1,EV,IAD,252.0,19.74,0.04,24.92,0.0,24.3,Yes
1,EV,IAH,3381.0,83.88,12.01,209.21,0.0,176.9,Yes
1,EV,ICT,86.0,2.47,0.22,3.8,0.0,6.5,Yes
1,EV,ILM,6.0,0.0,0.0,0.0,0.0,0.0,No
1,EV,IND,168.0,7.77,0.0,12.93,0.0,5.3,Yes
1,EV,JAN,142.0,6.14,0.0,11.07,0.0,3.8,Yes
1,EV,JAX,64.0,9.2,0.0,7.12,0.0,9.68,Yes
1,EV,LBB,79.0,4.3,0.0,4.76,0.0,3.94,No
1,EV,LCH,89.0,6.37,0.0,5.32,0.0,5.31,Yes
1,EV,LEX,72.0,4.14,0.0,6.24,0.0,4.62,Yes
1,EV,LFT,114.0,4.03,0.91,6.06,0.0,3.0,Yes
1,EV,LGA,156.0,1.04,0.24,41.49,0.0,13.23,Yes
1,EV,LIT,116.0,7.26,0.07,4.53,0.0,10.14,Yes
1,EV,LRD,83.0,3.91,0.27,2.64,0.0,3.19,Yes
1,EV,MAF,13.0,0.0,0.0,2.47,0.0,0.53,No
1,EV,MCI,75.0,4.89,0.47,4.37,0.0,1.28,Yes
1,EV,MDT,3.0,0.67,0.15,0.85,0.0,1.33,No
1,EV,MEM,170.0,13.95,2.96,9.3,0.0,7.79,Yes
1,EV,MFE,57.0,2.76,0.0,4.07,0.0,2.17,Yes
1,EV,MHK,5.0,0.0,0.0,1.0,0.0,1.0,No
1,EV,MHT,1.0,0.0,0.0,0.0,0.0,0.0,No
1,EV,MKE,106.0,16.35,2.33,16.31,0.0,9.0,Yes
1,EV,MLI,28.0,7.42,0.69,3.82,0.0,3.07,Yes
1,EV,MLU,59.0,1.98,0.0,3.27,0.0,2.75,Yes
1,EV,MOB,114.0,8.15,0.0,7.43,0.0,4.42,No
1,EV,MSN,13.0,0.0,0.0,2.0,0.0,2.0,No
1,EV,MSP,9.0,0.27,0.0,0.81,0.0,0.91,No
1,EV,MTJ,7.0,0.0,0.0,2.0,0.0,0.0,No
1,EV,OKC,107.0,6.76,0.43,4.82,0.0,2.0,Yes
1,EV,OMA,52.0,1.03,0.4,5.16,0.0,2.41,Yes
1,EV,ORD,1376.0,51.74,7.53,179.98,0.0,128.76,Yes
1,EV,ORF,105.0,6.97,3.82,10.71,0.0,17.5,Yes
1,EV,PIA,1.0,0.0,0.0,0.0,0.0,0.0,No
1,EV,PIT,10.0,2.0,0.0,0.0,0.0,1.0,Yes
1,EV,PNS,95.0,6.02,1.43,7.87,0.0,3.67,Yes
1,EV,PVD,72.0,7.94,0.0,4.32,0.0,10.74,Yes
1,EV,PWM,39.0,3.21,0.42,6.3,0.0,6.06,Yes
1,EV,RDU,6.0,0.0,0.0,0.0,0.0,0.0,Yes
1,EV,RIC,183.0,23.06,3.88,12.4,0.0,29.65,Yes
1,EV,ROC,84.0,7.44,1.49,8.68,0.0,7.39,Yes
1,EV,RST,58.0,5.07,0.83,7.11,0.0,8.98,Yes
1,EV,SAF,4.0,0.0,0.0,0.0,0.0,0.0,Yes
1,EV,SAV,114.0,7.7,1.23,12.06,0.0,6.01,Yes
1,EV,SBN,49.0,5.06,0.0,2.3,0.0,8.64,Yes
1,EV,SCE,6.0,0.0,0.0,0.0,0.0,0.0,Yes
1,EV,SDF,17.0,0.58,0.0,1.97,0.0,2.46,Yes
1,EV,SGF,43.0,1.46,0.0,4.35,0.0,1.19,No
1,EV,SHV,85.0,1.93,0.0,2.21,0.0,6.85,Yes
1,EV,STL,183.0,16.57,0.0,22.39,0.0,13.04,Yes
1,EV,SYR,36.0,4.21,0.0,1.84,0.0,8.95,Yes
1,EV,TUL,189.0,7.8,2.42,9.57,0.0,14.21,Yes
1,EV,TYS,240.0,22.87,2.98,24.15,0.0,22.0,Yes
1,EV,VPS,62.0,3.09,0.0,3.8,0.0,2.11,Yes
1,EV,XNA,39.0,1.68,0.0,1.13,0.0,1.19,Yes
1,F9,ABQ,14.0,0.38,0.0,5.7,0.0,1.91,No
1,F9,ALB,21.0,0.67,1.0,2.41,0.0,0.93,No
1,F9,ATL,247.0,14.95,0.0,19.19,0.0,24.86,Yes
1,F9,AUS,159.0,14.2,0.0,11.93,0.0,15.87,No
1,F9,BHM,13.0,0.52,0.0,0.94,0.0,2.54,No
1,F9,BMI,14.0,1.0,0.0,0.0,0.0,0.0,No
1,F9,BNA,102.0,12.72,0.0,5.41,0.0,6.87,No
1,F9,BUF,66.0,4.23,0.0,6.51,0.0,4.26,Yes
1,F9,BZN,18.0,0.91,0.0,0.06,0.0,3.04,No
1,F9,CHS,11.0,0.0,0.0,0.0,0.0,0.0,No
